Date,us500_UH,gold_H,gold_UH,usbond10y_UH,nasdaq100_UH,usdkrw
1981-05-01,,4765.832173715875,11941.193648936498,580.6074745714412,,679.6
1981-05-02,,4765.718701521262,11941.098877558332,580.6171168027155,,679.6
1981-05-04,,4765.49176523713,11940.909337058458,569.0502432814942,,679.6
1981-05-06,,4745.60363702382,11900.202843736668,567.4084974092565,,680.1
1981-05-07,,4711.084405695454,11813.830386386488,573.9786214190967,,680.1
1981-05-08,,4735.547533866783,11880.601685949505,577.2398849858523,,680.4
1981-05-09,,4735.434782735024,11880.507395459934,577.249471291085,,680.4
1981-05-12,,4786.699634426742,12016.75381799635,571.5925823369871,,680.8
1981-05-13,,4781.671189377122,12004.32091734704,570.9867060777323,,680.8
1981-05-14,,4725.042212953287,11884.996728015294,579.2045588638446,,682.1
1981-05-15,,4742.129553597033,11940.406808303054,584.8226681496573,,682.8
1981-05-16,,4742.016645750518,11940.312043169655,584.8323803832535,,682.8
1981-05-18,,4734.420003292336,11923.308587439831,592.9849072127618,,682.9
1981-05-19,,4749.048597127849,11960.338945824262,588.8158690071749,,682.9
1981-05-20,,4699.798963785577,11839.961608306065,587.7475425697706,,683.1
1981-05-21,,4716.884446322794,11883.192120889016,586.5249949004677,,683.1
1981-05-22,,4645.527530725595,11703.61209551451,593.4398628675507,,683.1
1981-05-23,,4645.416922927245,11703.519209704227,593.4497182081303,,683.1
1981-05-25,,4645.195715231038,11703.333440295224,593.4694293802995,,683.1
1981-05-26,,4603.32502693595,11609.913206418802,598.7036789532741,,683.8
1981-05-27,,4595.846173649188,11596.320693208205,597.9757559613292,,684.1
1981-05-28,,4637.494837971738,11706.724979289254,602.9386332646992,,684.4
1981-05-29,,4703.704527691345,11874.048156930758,604.9771387175676,,684.4
1981-05-30,,4703.592534726399,11873.953918453322,604.9871856593356,,684.4
1981-06-01,,4727.929812902617,11935.7699329366,606.4358439628987,,684.4
1981-06-02,,4651.679152651671,11743.46280568378,603.0125969457349,,684.4
1981-06-03,,4656.48041438682,11755.770303498428,604.1411287166203,,684.4
1981-06-04,,4555.675612793995,11501.464671221756,605.5760977982742,,684.4
1981-06-05,,4521.184686871975,11417.905552343023,604.4442598703017,,684.6
1981-06-08,,4518.406038840607,11411.431785257517,610.7926018117424,,684.6
1981-06-09,,4547.766323215144,11485.763599546788,610.7051510887848,,684.6
1981-06-10,,4550.113640431337,11491.874258891286,612.7807369623305,,684.6
1981-06-11,,4559.8274601190615,11516.59012155706,612.691599656456,,684.6
1981-06-12,,4586.7291793151735,11584.71761683714,611.9837962719657,,684.6
1981-06-13,,4586.61997147757,11584.62567463383,611.9939595742967,,684.6
1981-06-15,,4637.962980139825,11714.674773356548,620.34902695501,,684.6
1981-06-16,,4583.837102178209,11578.148319062297,620.8859403614773,,684.6
1981-06-17,,4549.355322904731,11491.235820283437,616.3775690084074,,684.6
1981-06-18,,4519.785448593351,11416.72755046682,606.099888889564,,684.6
1981-06-19,,4495.127126079447,11354.623212292225,609.6768510475448,,684.6
1981-06-20,,4495.020099243113,11354.533096234982,609.6869760381068,,684.6
1981-06-22,,4536.539271278638,11459.77369132083,610.533226002923,,684.6
1981-06-23,,4565.889305654941,11534.096855614687,607.0836549590324,,684.6
1981-06-24,,4538.778022842331,11465.792914404445,604.2758473966976,,684.6
1981-06-25,,4462.57362424457,11273.46850320507,603.2943950703609,,684.6
1981-06-26,,4356.916951236101,10984.225993545524,602.6702767251087,,683.2
1981-06-27,,4356.813215118215,10984.138817148749,602.6802853564899,,683.2
